role_id,source_version,city,province,family_size,generation_category,older_member_present,weekday_day_presence,evening_presence,routine_regularity,monthly_income_scenario_yuan,monthly_bill_scenario_yuan,bill_pressure_description,budget_explanation,tradeoff_condition,cost_importance_1_5,comfort_importance_1_5,grid_importance_1_5,control_condition,housing_form,h7_room_category,h7_room_minimum,h6_design_building_area_m2,h6_area_basis,whole_dwelling_building_area_m2,whole_dwelling_area_status,household_accounted_net_area_m2,whole_dwelling_modeled_net_area_m2,selected_controlled_zone_area_m2,common_allocated_area_m2,other_resident_count,building_type,virtual_building_id,housing_mode,source_catalog_key,weather_station_key,weather_station_distance_km,private_control_scope,home_charging_access,home_ev_driver_member_id,role_card_short,actor_card_full,event_presence_status,participant_feedback_status,simulation_result_status,population_weight_status,owned_ac_unit_count,eb_controllable_ac_unit_count,eb_selected_ac_zone_count,synthetic_owned_device_types,eb_intervention_device_types,owned_background_excluded_device_types
cityrole-0021,v2_control1_D_inputs,毕节市,贵州,2,1,0,variable,varies,irregular,4000,360,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,both_low,1,1,4,confirm_required,independent_dwelling,two_rooms,2,69.0,synthetic_H6_like_whole_dwelling_building_area,69.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,51.879699,51.879699,51.879699,0,NOT_APPLICABLE,apartment,cn-home-0021,self_contained_openplan,Low-rise apartment_Bijie_2019,CHN_Guizhou.Bijie.577070_CSWD,0.379,D_selected_EB_devices_and_private_AC_zones,1,m01,【v2隔离合成角色；无真人回答】cityrole-0021｜贵州毕节市｜本户2人；独立住房设计建筑面积69.0㎡。原合成持有设备：home_ev；本次EB纳入：home_ev；空调持有0台，本次可控0台。,"【v2隔离合成角色；无真人回答】
cityrole-0021｜贵州毕节市｜本户2人。独立住房设计建筑面积69.0㎡。
原合成持有设备：home_ev；本次EB纳入：home_ev；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,home_ev,home_ev,none
cityrole-0022,v2_control1_D_inputs,渭南市,陕西,3,1,0,mostly_occupied,partly_home,partly_regular,19500,220,电费有压力，需调整其他开支,本月收入已有其他固定支出安排，可灵活调整的预算较紧。,saving_priority,5,1,4,high_trust_auto,independent_dwelling,one_room,1,73.5,synthetic_H6_like_whole_dwelling_building_area,73.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,55.263158,55.263158,55.263158,0,NOT_APPLICABLE,apartment,cn-home-0022,self_contained_openplan,High-rise apartment(slab type)_Xian_1995,CHN_Shaanxi.Xian.570360_CSWD,55.757,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0022｜陕西渭南市｜本户3人；独立住房设计建筑面积73.5㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0022｜陕西渭南市｜本户3人。独立住房设计建筑面积73.5㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0023,v2_control1_D_inputs,运城市,山西,2,1,0,sometimes_occupied,varies,irregular,6400,240,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,both_high,5,5,1,low_auto_accept,independent_dwelling,three_rooms,3,69.0,synthetic_H6_like_whole_dwelling_building_area,69.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,51.879699,51.879699,51.879699,0,NOT_APPLICABLE,apartment,cn-home-0023,self_contained_source_three_room,Low-rise apartment_Yuncheng_1995,CHN_Shanxi.Yuncheng.539590_CSWD,5.516,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0023｜山西运城市｜本户2人；独立住房设计建筑面积69.0㎡。原合成持有设备：ac,dryer,electric_water_heater,washer；本次EB纳入：ac,dryer,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0023｜山西运城市｜本户2人。独立住房设计建筑面积69.0㎡。
原合成持有设备：ac,dryer,electric_water_heater,washer；本次EB纳入：ac,dryer,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,dryer,electric_water_heater,washer","ac,dryer,electric_water_heater,washer",none
cityrole-0024,v2_control1_D_inputs,沈阳市,辽宁,5,2,0,mostly_occupied,partly_home,irregular,10000,520,电费有压力，需调整其他开支,必要生活开支较多，本月电费变化容易挤占其他项目。,both_low,1,1,4,high_trust_auto,independent_dwelling,two_rooms,2,122.5,synthetic_H6_like_whole_dwelling_building_area,122.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,92.105263,92.105263,92.105263,0,NOT_APPLICABLE,apartment,cn-home-0024,self_contained_openplan,Low-rise apartment_Shenyang_1986,CHN_Liaoning.Shenyang.543420_CSWD,8.989,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0024｜辽宁沈阳市｜本户5人；独立住房设计建筑面积122.5㎡。原合成持有设备：ac,dryer,electric_water_heater,washer；本次EB纳入：ac,dryer,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0024｜辽宁沈阳市｜本户5人。独立住房设计建筑面积122.5㎡。
原合成持有设备：ac,dryer,electric_water_heater,washer；本次EB纳入：ac,dryer,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,dryer,electric_water_heater,washer","ac,dryer,electric_water_heater,washer",none
cityrole-0025,v2_control1_D_inputs,北京市,北京,2,1,0,mostly_occupied,partly_home,partly_regular,4000,120,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,comfort_priority,1,5,5,high_trust_auto,shared_dwelling_private_rooms_with_allocated_common_area,two_rooms,2,21.0,synthetic_H6_like_household_attributed_building_area_in_shared_dwelling,35.916451,EXPERIMENTAL_DESIGN_NOT_OBSERVED,19.95,34.120629,10.411385,9.538615,UNKNOWN,apartment,cn-home-0025,shared_flat_private_rooms,Low-rise apartment_Beijing_1995,CHN_Beijing.Beijing.545110_CSWD,16.45,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0025｜北京北京市｜本户2人；合住：本户H6归属建筑面积21.0㎡；整套设计建筑面积35.916451㎡。其他住户人数未知。原合成持有设备：ac,dishwasher,washer；本次EB纳入：ac；空调持有2台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0025｜北京北京市｜本户2人。合住：本户H6归属建筑面积21.0㎡；整套设计建筑面积35.916451㎡。其他住户人数未知。
原合成持有设备：ac,dishwasher,washer；本次EB纳入：ac；空调持有2台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,1,1,"ac,dishwasher,washer",ac,"dishwasher,washer"
cityrole-0026,v2_control1_D_inputs,雅安市,四川,2,2,1,mostly_occupied,partly_home,irregular,13000,360,电费有余量，通常不需改变开支,本月电费占可安排预算较小。,saving_priority,4,2,5,confirm_required,independent_dwelling,three_rooms,3,49.0,synthetic_H6_like_whole_dwelling_building_area,49.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,36.842105,36.842105,36.842105,0,NOT_APPLICABLE,apartment,cn-home-0026,self_contained_source_three_room,High-rise apartment(slab type)_Leshan_2001,CHN_Sichuan.Leshan.563860_CSWD,86.182,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0026｜四川雅安市｜本户2人；独立住房设计建筑面积49.0㎡。原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0026｜四川雅安市｜本户2人。独立住房设计建筑面积49.0㎡。
原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,washer","electric_water_heater,washer",none
cityrole-0027,v2_control1_D_inputs,大连市,辽宁,4,2,0,mostly_occupied,mostly_home,regular,18000,220,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,comfort_priority,2,4,2,low_auto_accept,independent_dwelling,two_rooms,2,98.0,synthetic_H6_like_whole_dwelling_building_area,98.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,73.684211,73.684211,73.684211,0,NOT_APPLICABLE,apartment,cn-home-0027,self_contained_openplan,Low-rise apartment_Dalian_2010,CHN_Liaoning.Dalian.546620_CSWD,7.424,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0027｜辽宁大连市｜本户4人；独立住房设计建筑面积98.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0027｜辽宁大连市｜本户4人。独立住房设计建筑面积98.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0028,v2_control1_D_inputs,普宁市,广东,4,2,1,mostly_occupied,partly_home,partly_regular,8000,520,电费有余量，通常不需改变开支,本月电费已列入预算，按当前金额可以承担。,both_high,4,4,3,low_auto_accept,independent_dwelling,three_rooms,3,72.0,synthetic_H6_like_whole_dwelling_building_area,72.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,54.135338,54.135338,54.135338,0,NOT_APPLICABLE,apartment,cn-home-0028,self_contained_source_three_room,High-rise apartment(slab type)_Shantou_2012,CHN_Guangdong.Shantou.593160_CSWD,32.889,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0028｜广东普宁市｜本户4人；独立住房设计建筑面积72.0㎡。原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0028｜广东普宁市｜本户4人。独立住房设计建筑面积72.0㎡。
原合成持有设备：ac,washer；本次EB纳入：ac,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,washer","ac,washer",none
cityrole-0029,v2_control1_D_inputs,西安市,陕西,3,2,1,mostly_occupied,partly_home,irregular,9600,360,电费超出预算会挤占必要支出,必要生活开支较多，本月电费变化容易挤占其他项目。,middle,3,3,5,high_trust_auto,independent_dwelling,five_or_more_rooms,5,103.5,synthetic_H6_like_whole_dwelling_building_area,103.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,77.819549,77.819549,77.819549,0,NOT_APPLICABLE,rowhouse,cn-home-0029,terraced_five_room_inferred,Terraced house_Xian_2018,CHN_Shaanxi.Xian.570360_CSWD,5.251,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0029｜陕西西安市｜本户3人；独立住房设计建筑面积103.5㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。","【v2隔离合成角色；无真人回答】
cityrole-0029｜陕西西安市｜本户3人。独立住房设计建筑面积103.5㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有2台，本次可控2台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,2,2,2,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0030,v2_control1_D_inputs,盘锦市,辽宁,3,2,0,mostly_occupied,partly_home,partly_regular,6000,120,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,middle,3,3,1,low_auto_accept,independent_dwelling,three_rooms,3,103.5,synthetic_H6_like_whole_dwelling_building_area,103.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,77.819549,77.819549,77.819549,0,NOT_APPLICABLE,apartment,cn-home-0030,self_contained_source_three_room,Low-rise apartment_Yingkou_2018,CHN_Liaoning.Yingkou.544710_CSWD,53.732,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0030｜辽宁盘锦市｜本户3人；独立住房设计建筑面积103.5㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0030｜辽宁盘锦市｜本户3人。独立住房设计建筑面积103.5㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0031,v2_control1_D_inputs,攀枝花市,四川,1,1,0,mostly_absent,mostly_home,regular,2000,240,电费可承担，但会留意变化,本月电费可承担，但家庭会留意它的变化。,saving_priority,5,1,1,low_auto_accept,independent_dwelling,three_rooms,3,44.5,synthetic_H6_like_whole_dwelling_building_area,44.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,33.458647,33.458647,33.458647,0,NOT_APPLICABLE,apartment,cn-home-0031,self_contained_source_three_room,Low-rise apartment_Huili_2019,CHN_Sichuan.Huili.566710_CSWD,52.503,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0031｜四川攀枝花市｜本户1人；独立住房设计建筑面积44.5㎡。原合成持有设备：ac,dryer,washer；本次EB纳入：ac,dryer,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0031｜四川攀枝花市｜本户1人。独立住房设计建筑面积44.5㎡。
原合成持有设备：ac,dryer,washer；本次EB纳入：ac,dryer,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,dryer,washer","ac,dryer,washer",none
cityrole-0032,v2_control1_D_inputs,沈阳市,辽宁,2,1,0,mostly_occupied,partly_home,partly_regular,4000,220,电费有余量，通常不需改变开支,本月电费已列入预算，按当前金额可以承担。,comfort_priority,1,5,5,confirm_required,independent_dwelling,one_room,1,69.0,synthetic_H6_like_whole_dwelling_building_area,69.0,EXPERIMENTAL_DESIGN_NOT_OBSERVED,51.879699,51.879699,51.879699,0,NOT_APPLICABLE,apartment,cn-home-0032,self_contained_openplan,Low-rise apartment_Shenyang_2018,CHN_Liaoning.Shenyang.543420_CSWD,8.989,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0032｜辽宁沈阳市｜本户2人；独立住房设计建筑面积69.0㎡。原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。","【v2隔离合成角色；无真人回答】
cityrole-0032｜辽宁沈阳市｜本户2人。独立住房设计建筑面积69.0㎡。
原合成持有设备：ac,electric_water_heater,washer；本次EB纳入：ac,electric_water_heater,washer；空调持有1台，本次可控1台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,1,1,1,"ac,electric_water_heater,washer","ac,electric_water_heater,washer",none
cityrole-0033,v2_control1_D_inputs,常州市,江苏,1,1,0,variable,varies,irregular,3200,380,电费有余量，通常不需改变开支,家庭已为当前电费预留预算，按这个金额可以承担；增加用电仍需重新权衡。,both_low,1,1,5,high_trust_auto,independent_dwelling,two_rooms,2,54.5,synthetic_H6_like_whole_dwelling_building_area,54.5,EXPERIMENTAL_DESIGN_NOT_OBSERVED,40.977444,40.977444,40.977444,0,NOT_APPLICABLE,apartment,cn-home-0033,self_contained_openplan,High-rise apartment(slab type)_Dongtai_2001,CHN_Jiangsu.Dongtai.582510_CSWD,126.928,D_selected_EB_devices_and_private_AC_zones,0,,"【v2隔离合成角色；无真人回答】cityrole-0033｜江苏常州市｜本户1人；独立住房设计建筑面积54.5㎡。原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。","【v2隔离合成角色；无真人回答】
cityrole-0033｜江苏常州市｜本户1人。独立住房设计建筑面积54.5㎡。
原合成持有设备：electric_water_heater,washer；本次EB纳入：electric_water_heater,washer；空调持有0台，本次可控0台。
收入、电费、设备习惯与控制偏好均为实验情境；事件当天是否有人在受控房间未知。",UNKNOWN,NOT_COLLECTED,D_G_RESULTS_NOT_IN_FIXED_ROLE_CSV,UNKNOWN,0,0,0,"electric_water_heater,washer","electric_water_heater,washer",none
